"Name","Description","Category","Type","Cost","Custom Formula","Image URL"
"Tier 0 – Custom Thaeme Design (Figma Design Only) / 6-PAGE DESIGN (NO DEVELOPMENT) PACKAGE","6 pages of custom UI/UX design",Website,Package,500,quantity*180,"./assets/images/service.png"
